id_producto,sku,nombre_producto,categoria,subcategoria,marca,precio_lista,costo_unitario,estado_producto,fecha_actualizacion
P0209,SKU-MUE-0209,Litware Oficina Modelo 0209,Muebles,Oficina,Litware,1094100,702200,Activo,2024-08-27
P0210,SKU-BEL-0210,Northwind Maquillaje Modelo 0210,Belleza,Maquillaje,Northwind,1258100,866700,Activo,2026-06-16
P0211,SKU-ALI-0211,Proseware Bebidas Modelo 0211,Alimentos,Bebidas,Proseware,319600,212500,Activo,2025-04-16
P0212,SKU-MUE-0212,Andina Dormitorio Modelo 0212,Muebles,Dormitorio,Andina,1272900,816000,Activo,2025-07-03
P0213,SKU-DEP-0213,Proseware Outdoor Modelo 0213,Deportes,Outdoor,Proseware,1655500,1001200,Activo,2025-06-19
P0214,SKU-MUE-0214,WideWorld Sala Modelo 0214,Muebles,Sala,WideWorld,44500,24300,Activo,2024-03-08
P0215,SKU-ALI-0215,WideWorld Despensa Modelo 0215,Alimentos,Despensa,WideWorld,1355600,718900,Activo,2026-04-16
P0216,SKU-MOD-0216,Adventure Calzado Modelo 0216,Moda,Calzado,Adventure,1751700,1105100,Activo,2026-04-24
P0217,SKU-DEP-0217,Adventure Outdoor Modelo 0217,Deportes,Outdoor,Adventure,408400,250600,Activo,2024-12-29
P0218,SKU-ELE-0218,Tailspin Cocina Modelo 0218,Electrohogar,Cocina,Tailspin,376000,266900,Activo,2025-09-05
P0219,SKU-JUG-0219,Andina Coleccionables Modelo 0219,Jugueteria,Coleccionables,Andina,2496000,1889300,Activo,2024-03-31
P0220,SKU-MOD-0220,WideWorld Calzado Modelo 0220,Moda,Calzado,WideWorld,2339600,1248600,Activo,2025-12-23
P0221,SKU-MUE-0221,Litware Sala Modelo 0221,Muebles,Sala,Litware,2068500,1545700,Activo,2024-09-24
P0222,SKU-ALI-0222,Fabrikam Snacks Modelo 0222,Alimentos,Snacks,Fabrikam,2360600,1270400,Activo,2026-04-27
P0223,SKU-ELE-0223,Adventure Aspiradoras Modelo 0223,Electrohogar,Aspiradoras,Adventure,1858400,1404000,Activo,2024-02-16
P0224,SKU-DEP-0224,Andina Ciclismo Modelo 0224,Deportes,Ciclismo,Andina,953000,742200,Activo,2024-07-09
P0225,SKU-BEL-0225,Contoso Perfumes Modelo 0225,Belleza,Perfumes,Contoso,2311600,1502000,Activo,2026-03-23
P0226,SKU-JUG-0226,Tailspin Coleccionables Modelo 0226,Jugueteria,Coleccionables,Tailspin,1883500,1062200,Activo,2024-11-26
P0227,SKU-ALI-0227,Fabrikam Gourmet Modelo 0227,Alimentos,Gourmet,Fabrikam,30400,19500,Activo,2025-07-07
P0228,SKU-ELE-0228,Tailspin Lavado Modelo 0228,Electrohogar,Lavado,Tailspin,1952600,1045800,Activo,2026-02-23
P0229,SKU-TEC-0229,Proseware Audio Modelo 0229,Tecnologia,Audio,Proseware,811500,572500,Activo,2024-10-19
P0230,SKU-MOD-0230,Litware Calzado Modelo 0230,Moda,Calzado,Litware,684400,436500,Activo,2026-01-19
P0231,SKU-MUE-0231,Contoso Dormitorio Modelo 0231,Muebles,Dormitorio,Contoso,486900,338200,Activo,2024-02-18
P0232,SKU-MOD-0232,Proseware Infantil Modelo 0232,Moda,Infantil,Proseware,597400,381700,Activo,2025-04-08
P0233,SKU-MUE-0233,Andina Comedor Modelo 0233,Muebles,Comedor,Andina,325300,174700,Activo,2024-05-21
P0234,SKU-MOD-0234,WideWorld Mujer Modelo 0234,Moda,Mujer,WideWorld,2139900,1640400,Activo,2026-06-14
P0235,SKU-ELE-0235,Tailspin Aspiradoras Modelo 0235,Electrohogar,Aspiradoras,Tailspin,324600,199600,Activo,2025-09-12
P0236,SKU-ELE-0236,Adventure Lavado Modelo 0236,Electrohogar,Lavado,Adventure,1583600,851900,Activo,2025-08-16
P0237,SKU-ALI-0237,Litware Despensa Modelo 0237,Alimentos,Despensa,Litware,2379400,1648000,Activo,2025-03-27
P0238,SKU-JUG-0238,Fabrikam Exterior Modelo 0238,Jugueteria,Exterior,Fabrikam,724500,520200,Activo,2025-08-02
P0239,SKU-ELE-0239,Northwind Climatizacion Modelo 0239,Electrohogar,Climatizacion,Northwind,1169300,699300,Activo,2024-09-30
P0240,SKU-MUE-0240,Adventure Sala Modelo 0240,Muebles,Sala,Adventure,718900,496400,Activo,2026-01-21
P0241,SKU-MOD-0241,Northwind Calzado Modelo 0241,Moda,Calzado,Northwind,2465800,1805400,Activo,2024-12-28
P0242,SKU-ELE-0242,Adventure Aspiradoras Modelo 0242,Electrohogar,Aspiradoras,Adventure,1326700,726300,Activo,2026-01-06
P0243,SKU-ALI-0243,Tailspin Snacks Modelo 0243,Alimentos,Snacks,Tailspin,2428800,1884000,Activo,2024-05-06
P0244,SKU-DEP-0244,Proseware Fitness Modelo 0244,Deportes,Fitness,Proseware,1272400,873600,Activo,2026-02-04
P0245,SKU-ALI-0245,Tailspin Snacks Modelo 0245,Alimentos,Snacks,Tailspin,1340000,896800,Activo,2026-05-22
P0246,SKU-ALI-0246,Proseware Bebidas Modelo 0246,Alimentos,Bebidas,Proseware,2310600,1410900,Activo,2024-01-29
P0247,SKU-BEL-0247,Contoso Perfumes Modelo 0247,Belleza,Perfumes,Contoso,225100,125300,Activo,2024-04-28
P0248,SKU-BEL-0248,Fabrikam Maquillaje Modelo 0248,Belleza,Maquillaje,Fabrikam,1321000,793700,Activo,2024-01-22
P0249,SKU-MOD-0249,Andina Hombre Modelo 0249,Moda,Hombre,Andina,1454900,788200,Activo,2025-03-20
P0250,SKU-JUG-0250,Northwind Exterior Modelo 0250,Jugueteria,Exterior,Northwind,1670700,1150700,Activo,2024-01-14
P0251,SKU-TEC-0251,Litware Video Modelo 0251,Tecnologia,Video,Litware,2453700,1463100,Activo,2024-06-12
P0252,SKU-JUG-0252,Andina Didacticos Modelo 0252,Jugueteria,Didacticos,Andina,1388300,972800,Activo,2024-11-13
P0253,SKU-MUE-0253,Contoso Oficina Modelo 0253,Muebles,Oficina,Contoso,1915600,1489600,Activo,2024-04-08
P0254,SKU-MOD-0254,Tailspin Hombre Modelo 0254,Moda,Hombre,Tailspin,1881300,1082100,Activo,2024-04-16
P0255,SKU-DEP-0255,Proseware Ciclismo Modelo 0255,Deportes,Ciclismo,Proseware,397200,278800,Activo,2024-08-03
P0256,SKU-MOD-0256,Contoso Hombre Modelo 0256,Moda,Hombre,Contoso,1614300,1192900,Activo,2025-01-13
P0257,SKU-MUE-0257,WideWorld Dormitorio Modelo 0257,Muebles,Dormitorio,WideWorld,1150000,646600,Activo,2025-03-26
P0258,SKU-MOD-0258,Proseware Mujer Modelo 0258,Moda,Mujer,Proseware,1500200,1014200,Activo,2026-02-16
P0259,SKU-MOD-0259,Proseware Hombre Modelo 0259,Moda,Hombre,Proseware,1391500,894600,Activo,2026-04-11
P0260,SKU-ELE-0260,Andina Climatizacion Modelo 0260,Electrohogar,Climatizacion,Andina,1066000,747800,Descontinuado,2024-03-10
P0261,SKU-MUE-0261,Contoso Oficina Modelo 0261,Muebles,Oficina,Contoso,2299100,1418000,Activo,2024-12-13
P0262,SKU-DEP-0262,Litware Ciclismo Modelo 0262,Deportes,Ciclismo,Litware,2103300,1437700,Activo,2024-09-01
P0263,SKU-TEC-0263,Northwind Accesorios Modelo 0263,Tecnologia,Accesorios,Northwind,1499400,1011000,Activo,2025-11-29
P0264,SKU-JUG-0264,Litware Exterior Modelo 0264,Jugueteria,Exterior,Litware,28700,20900,Activo,2024-05-21
P0265,SKU-BEL-0265,WideWorld Maquillaje Modelo 0265,Belleza,Maquillaje,WideWorld,1612500,1090800,Activo,2024-07-27
P0266,SKU-ALI-0266,Adventure Snacks Modelo 0266,Alimentos,Snacks,Adventure,1030500,793800,Activo,2025-07-31
P0267,SKU-ALI-0267,Adventure Despensa Modelo 0267,Alimentos,Despensa,Adventure,1640300,1179800,Activo,2026-01-22
P0268,SKU-DEP-0268,Tailspin Outdoor Modelo 0268,Deportes,Outdoor,Tailspin,2182500,1210500,Activo,2025-12-30
P0269,SKU-ALI-0269,Fabrikam Gourmet Modelo 0269,Alimentos,Gourmet,Fabrikam,649400,345500,Activo,2024-05-07
P0270,SKU-JUG-0270,WideWorld Construccion Modelo 0270,Jugueteria,Construccion,WideWorld,989100,697300,Descontinuado,2024-05-20
P0271,SKU-BEL-0271,Fabrikam Perfumes Modelo 0271,Belleza,Perfumes,Fabrikam,1047900,780000,Activo,2025-11-21
P0272,SKU-DEP-0272,Tailspin Fitness Modelo 0272,Deportes,Fitness,Tailspin,168300,121300,Activo,2026-05-13
P0273,SKU-BEL-0273,Adventure Perfumes Modelo 0273,Belleza,Perfumes,Adventure,2374700,1462300,Activo,2024-09-22
P0274,SKU-ALI-0274,Fabrikam Bebidas Modelo 0274,Alimentos,Bebidas,Fabrikam,1038700,802200,Activo,2024-12-06
P0275,SKU-MOD-0275,Tailspin Hombre Modelo 0275,Moda,Hombre,Tailspin,2391900,1640400,Activo,2024-04-05
P0276,SKU-MOD-0276,Adventure Calzado Modelo 0276,Moda,Calzado,Adventure,1981100,1441500,Activo,2025-04-24
P0277,SKU-MUE-0277,Fabrikam Oficina Modelo 0277,Muebles,Oficina,Fabrikam,1279900,826400,Descontinuado,2024-11-19
P0278,SKU-MOD-0278,Adventure Calzado Modelo 0278,Moda,Calzado,Adventure,2389800,1286500,Activo,2025-11-24
P0279,SKU-ELE-0279,Andina Cocina Modelo 0279,Electrohogar,Cocina,Andina,2357100,1826500,Activo,2025-03-17
P0280,SKU-ELE-0280,Northwind Cocina Modelo 0280,Electrohogar,Cocina,Northwind,516300,341800,Activo,2024-10-05
P0281,SKU-MUE-0281,Northwind Comedor Modelo 0281,Muebles,Comedor,Northwind,1815100,1067600,Activo,2025-01-12
P0282,SKU-BEL-0282,Fabrikam Maquillaje Modelo 0282,Belleza,Maquillaje,Fabrikam,1311900,705800,Activo,2024-04-13
P0283,SKU-ALI-0283,Tailspin Bebidas Modelo 0283,Alimentos,Bebidas,Tailspin,2396800,1517000,Activo,2026-05-13
P0284,SKU-ALI-0284,Proseware Gourmet Modelo 0284,Alimentos,Gourmet,Proseware,666700,486700,Activo,2024-09-05
P0285,SKU-MOD-0285,Litware Hombre Modelo 0285,Moda,Hombre,Litware,1360600,753900,Activo,2024-12-22
P0286,SKU-BEL-0286,Fabrikam Maquillaje Modelo 0286,Belleza,Maquillaje,Fabrikam,2285800,1440800,Activo,2025-11-03
P0287,SKU-ELE-0287,Fabrikam Aspiradoras Modelo 0287,Electrohogar,Aspiradoras,Fabrikam,2149800,1148800,Activo,2025-12-11
P0288,SKU-ALI-0288,Andina Gourmet Modelo 0288,Alimentos,Gourmet,Andina,1628300,941400,Activo,2025-09-24
P0289,SKU-TEC-0289,Adventure Video Modelo 0289,Tecnologia,Video,Adventure,919600,566300,Activo,2024-12-23
P0290,SKU-ELE-0290,Adventure Aspiradoras Modelo 0290,Electrohogar,Aspiradoras,Adventure,216100,134400,Activo,2026-02-02
P0291,SKU-ALI-0291,Tailspin Bebidas Modelo 0291,Alimentos,Bebidas,Tailspin,195500,109400,Activo,2026-05-09
P0292,SKU-ALI-0292,Contoso Gourmet Modelo 0292,Alimentos,Gourmet,Contoso,1206200,800300,Activo,2024-07-01
P0293,SKU-ALI-0293,WideWorld Snacks Modelo 0293,Alimentos,Snacks,WideWorld,1334200,1025400,Activo,2026-02-20
P0294,SKU-BEL-0294,Proseware Perfumes Modelo 0294,Belleza,Perfumes,Proseware,2195600,1710400,Activo,2024-01-19
P0295,SKU-ALI-0295,Northwind Gourmet Modelo 0295,Alimentos,Gourmet,Northwind,411200,279900,Activo,2024-03-15
P0296,SKU-TEC-0296,Contoso Celulares Modelo 0296,Tecnologia,Celulares,Contoso,2031800,1238700,Activo,2024-12-13
P0297,SKU-MUE-0297,Northwind Oficina Modelo 0297,Muebles,Oficina,Northwind,1914800,1063400,Activo,2024-02-09
P0298,SKU-MUE-0298,Northwind Comedor Modelo 0298,Muebles,Comedor,Northwind,2471500,1569200,Activo,2024-11-01
P0299,SKU-DEP-0299,Contoso Ciclismo Modelo 0299,Deportes,Ciclismo,Contoso,1214200,741300,Activo,2025-04-24
P0300,SKU-ELE-0300,Tailspin Lavado Modelo 0300,Electrohogar,Lavado,Tailspin,2471100,1833300,Activo,2024-04-17
P0301,SKU-ELE-0301,Northwind Aspiradoras Modelo 0301,Electrohogar,Aspiradoras,Northwind,1654600,906900,Activo,2026-01-13
P0302,SKU-TEC-0302,Fabrikam Celulares Modelo 0302,Tecnologia,Celulares,Fabrikam,1877100,1088100,Activo,2024-06-16
P0303,SKU-MUE-0303,Contoso Dormitorio Modelo 0303,Muebles,Dormitorio,Contoso,1003200,532400,Activo,2025-01-25
P0304,SKU-JUG-0304,Litware Coleccionables Modelo 0304,Jugueteria,Coleccionables,Litware,2326600,1389000,Activo,2024-03-29
P0305,SKU-ELE-0305,Proseware Climatizacion Modelo 0305,Electrohogar,Climatizacion,Proseware,1814000,1206300,Activo,2026-02-09
P0306,SKU-ALI-0306,Fabrikam Bebidas Modelo 0306,Alimentos,Bebidas,Fabrikam,283400,177500,Activo,2025-06-09
P0307,SKU-ALI-0307,Contoso Bebidas Modelo 0307,Alimentos,Bebidas,Contoso,1006600,765500,Activo,2026-01-21
P0308,SKU-MOD-0308,Andina Infantil Modelo 0308,Moda,Infantil,Andina,1392900,846000,Activo,2025-05-03
P0309,SKU-DEP-0309,Andina Futbol Modelo 0309,Deportes,Futbol,Andina,1232900,928300,Activo,2026-02-18
P0310,SKU-JUG-0310,Contoso Didacticos Modelo 0310,Jugueteria,Didacticos,Contoso,2089200,1172900,Activo,2026-03-05
P0311,SKU-DEP-0311,Tailspin Futbol Modelo 0311,Deportes,Futbol,Tailspin,860100,451800,Activo,2025-05-08
P0312,SKU-ELE-0312,WideWorld Lavado Modelo 0312,Electrohogar,Lavado,WideWorld,625300,448600,Activo,2025-02-08
P0313,SKU-JUG-0313,Fabrikam Didacticos Modelo 0313,Jugueteria,Didacticos,Fabrikam,879700,593000,Activo,2025-03-01
P0314,SKU-JUG-0314,WideWorld Didacticos Modelo 0314,Jugueteria,Didacticos,WideWorld,1607600,1031400,Activo,2025-04-10
P0315,SKU-ALI-0315,Proseware Bebidas Modelo 0315,Alimentos,Bebidas,Proseware,2130000,1568000,Activo,2025-02-11
P0316,SKU-JUG-0316,Adventure Didacticos Modelo 0316,Jugueteria,Didacticos,Adventure,1302400,847100,Activo,2024-06-14
P0317,SKU-ELE-0317,Fabrikam Lavado Modelo 0317,Electrohogar,Lavado,Fabrikam,1269500,698200,Activo,2025-07-23
P0318,SKU-DEP-0318,WideWorld Futbol Modelo 0318,Deportes,Futbol,WideWorld,699700,422100,Activo,2024-12-14
P0319,SKU-BEL-0319,WideWorld Cuidado corporal Modelo 0319,Belleza,Cuidado corporal,WideWorld,1424200,996300,Activo,2026-04-26
P0320,SKU-MUE-0320,WideWorld Comedor Modelo 0320,Muebles,Comedor,WideWorld,861700,598800,Activo,2024-09-14
P0321,SKU-MUE-0321,WideWorld Sala Modelo 0321,Muebles,Sala,WideWorld,780900,462600,Activo,2024-12-22
P0322,SKU-DEP-0322,Proseware Outdoor Modelo 0322,Deportes,Outdoor,Proseware,328400,171000,Activo,2024-12-21
P0323,SKU-ELE-0323,Northwind Aspiradoras Modelo 0323,Electrohogar,Aspiradoras,Northwind,1928500,1495100,Activo,2025-06-22
P0324,SKU-DEP-0324,Adventure Futbol Modelo 0324,Deportes,Futbol,Adventure,2202200,1581400,Activo,2024-06-10
P0325,SKU-MOD-0325,Andina Hombre Modelo 0325,Moda,Hombre,Andina,794100,548400,Activo,2024-06-15
P0326,SKU-ALI-0326,Fabrikam Bebidas Modelo 0326,Alimentos,Bebidas,Fabrikam,1646000,1003800,Activo,2024-02-29
P0327,SKU-DEP-0327,Northwind Fitness Modelo 0327,Deportes,Fitness,Northwind,1321500,773100,Activo,2025-12-31
P0328,SKU-MOD-0328,Litware Calzado Modelo 0328,Moda,Calzado,Litware,1961700,1250300,Activo,2024-05-11
P0329,SKU-TEC-0329,Contoso Video Modelo 0329,Tecnologia,Video,Contoso,1220400,947300,Activo,2026-04-11
P0330,SKU-DEP-0330,Adventure Futbol Modelo 0330,Deportes,Futbol,Adventure,2457700,1607200,Activo,2025-03-16
P0331,SKU-DEP-0331,Tailspin Ciclismo Modelo 0331,Deportes,Ciclismo,Tailspin,224500,117000,Activo,2025-08-20
P0332,SKU-TEC-0332,WideWorld Accesorios Modelo 0332,Tecnologia,Accesorios,WideWorld,2346300,1568600,Activo,2024-02-07
P0333,SKU-MOD-0333,Proseware Mujer Modelo 0333,Moda,Mujer,Proseware,1276400,687300,Activo,2026-05-23
P0334,SKU-TEC-0334,Andina Video Modelo 0334,Tecnologia,Video,Andina,1994200,1383800,Activo,2026-03-19
P0335,SKU-ALI-0335,WideWorld Snacks Modelo 0335,Alimentos,Snacks,WideWorld,444200,295600,Activo,2024-02-24
P0336,SKU-ALI-0336,Fabrikam Bebidas Modelo 0336,Alimentos,Bebidas,Fabrikam,778600,575600,Activo,2026-04-22
P0337,SKU-ALI-0337,Proseware Bebidas Modelo 0337,Alimentos,Bebidas,Proseware,30600,16800,Activo,2024-11-14
P0338,SKU-JUG-0338,Tailspin Construccion Modelo 0338,Jugueteria,Construccion,Tailspin,1736300,1226500,Activo,2024-09-22
P0339,SKU-DEP-0339,Andina Outdoor Modelo 0339,Deportes,Outdoor,Andina,2017100,1059900,Activo,2025-08-27
P0340,SKU-DEP-0340,Andina Futbol Modelo 0340,Deportes,Futbol,Andina,1057300,773100,Activo,2025-06-18
P0341,SKU-MUE-0341,Northwind Comedor Modelo 0341,Muebles,Comedor,Northwind,1948300,1034900,Activo,2024-05-01
P0342,SKU-BEL-0342,Litware Perfumes Modelo 0342,Belleza,Perfumes,Litware,1183500,647700,Activo,2025-10-03
P0343,SKU-MUE-0343,Contoso Dormitorio Modelo 0343,Muebles,Dormitorio,Contoso,2343500,1440600,Activo,2026-03-14
P0344,SKU-MUE-0344,WideWorld Sala Modelo 0344,Muebles,Sala,WideWorld,2180700,1589900,Activo,2024-03-11
P0345,SKU-TEC-0345,Fabrikam Video Modelo 0345,Tecnologia,Video,Fabrikam,812600,559500,Activo,2024-01-04
P0346,SKU-TEC-0346,Contoso Video Modelo 0346,Tecnologia,Video,Contoso,1143300,626300,Activo,2025-06-16
P0347,SKU-ELE-0347,Adventure Climatizacion Modelo 0347,Electrohogar,Climatizacion,Adventure,309500,185800,Activo,2025-08-13
P0348,SKU-DEP-0348,WideWorld Futbol Modelo 0348,Deportes,Futbol,WideWorld,1432500,952000,Activo,2025-09-16
P0349,SKU-BEL-0349,Fabrikam Perfumes Modelo 0349,Belleza,Perfumes,Fabrikam,1294100,899400,Activo,2024-05-09
P0350,SKU-BEL-0350,Proseware Perfumes Modelo 0350,Belleza,Perfumes,Proseware,1493000,810400,Activo,2024-05-14
P0351,SKU-ALI-0351,Litware Bebidas Modelo 0351,Alimentos,Bebidas,Litware,1248600,838300,Activo,2025-02-11
P0352,SKU-MOD-0352,Tailspin Infantil Modelo 0352,Moda,Infantil,Tailspin,1926300,1364400,Activo,2024-09-19
P0353,SKU-ELE-0353,Andina Aspiradoras Modelo 0353,Electrohogar,Aspiradoras,Andina,1698300,1042800,Activo,2024-03-02
P0354,SKU-ALI-0354,Contoso Despensa Modelo 0354,Alimentos,Despensa,Contoso,2332100,1339500,Activo,2025-08-15
P0355,SKU-ALI-0355,Proseware Snacks Modelo 0355,Alimentos,Snacks,Proseware,26300,17700,Activo,2026-01-12
P0356,SKU-MOD-0356,Adventure Infantil Modelo 0356,Moda,Infantil,Adventure,1788200,1193900,Activo,2024-07-07
P0357,SKU-ELE-0357,Andina Cocina Modelo 0357,Electrohogar,Cocina,Andina,1763600,1290500,Activo,2025-11-10
P0358,SKU-MOD-0358,WideWorld Mujer Modelo 0358,Moda,Mujer,WideWorld,836300,558900,Activo,2026-05-26
P0359,SKU-BEL-0359,Andina Maquillaje Modelo 0359,Belleza,Maquillaje,Andina,1366700,884400,Activo,2024-11-18
P0360,SKU-MUE-0360,Contoso Oficina Modelo 0360,Muebles,Oficina,Contoso,1242900,854400,Activo,2024-08-15
P0361,SKU-BEL-0361,Northwind Cuidado facial Modelo 0361,Belleza,Cuidado facial,Northwind,975800,675400,Activo,2025-08-24
P0362,SKU-TEC-0362,WideWorld Video Modelo 0362,Tecnologia,Video,WideWorld,2351700,1691000,Activo,2026-03-22
P0363,SKU-DEP-0363,Northwind Futbol Modelo 0363,Deportes,Futbol,Northwind,1431000,841400,Activo,2024-05-30
P0364,SKU-TEC-0364,Adventure Computadores Modelo 0364,Tecnologia,Computadores,Adventure,103200,60200,Activo,2025-01-20
P0365,SKU-ELE-0365,WideWorld Lavado Modelo 0365,Electrohogar,Lavado,WideWorld,1633800,961300,Activo,2026-02-05
P0366,SKU-TEC-0366,Proseware Audio Modelo 0366,Tecnologia,Audio,Proseware,1463000,899800,Activo,2024-02-24
P0367,SKU-MOD-0367,Northwind Mujer Modelo 0367,Moda,Mujer,Northwind,2437400,1874200,Activo,2025-01-20
P0368,SKU-DEP-0368,Andina Outdoor Modelo 0368,Deportes,Outdoor,Andina,1508200,938100,Activo,2025-09-03
P0369,SKU-MOD-0369,Andina Infantil Modelo 0369,Moda,Infantil,Andina,2355400,1656400,Activo,2024-07-13
P0370,SKU-MOD-0370,Adventure Calzado Modelo 0370,Moda,Calzado,Adventure,2128900,1171600,Activo,2024-11-18
P0371,SKU-MUE-0371,WideWorld Comedor Modelo 0371,Muebles,Comedor,WideWorld,709700,504600,Activo,2024-12-16
P0372,SKU-TEC-0372,WideWorld Audio Modelo 0372,Tecnologia,Audio,WideWorld,2290500,1493200,Activo,2024-08-15
P0373,SKU-JUG-0373,Adventure Exterior Modelo 0373,Jugueteria,Exterior,Adventure,593200,417300,Activo,2025-10-09
P0374,SKU-ALI-0374,Tailspin Snacks Modelo 0374,Alimentos,Snacks,Tailspin,840000,547000,Activo,2025-10-20
P0375,SKU-DEP-0375,Contoso Futbol Modelo 0375,Deportes,Futbol,Contoso,540500,312300,Descontinuado,2024-02-19
P0376,SKU-DEP-0376,Tailspin Futbol Modelo 0376,Deportes,Futbol,Tailspin,810100,497900,Activo,2026-01-27
P0377,SKU-MUE-0377,Contoso Oficina Modelo 0377,Muebles,Oficina,Contoso,1812800,1240700,Activo,2024-11-05
P0378,SKU-JUG-0378,Andina Didacticos Modelo 0378,Jugueteria,Didacticos,Andina,2389100,1760800,Activo,2026-05-18
P0379,SKU-MOD-0379,Tailspin Calzado Modelo 0379,Moda,Calzado,Tailspin,563100,337100,Activo,2026-06-05
P0380,SKU-TEC-0380,Proseware Celulares Modelo 0380,Tecnologia,Celulares,Proseware,2078200,1304000,Activo,2025-07-19
P0381,SKU-JUG-0381,Adventure Didacticos Modelo 0381,Jugueteria,Didacticos,Adventure,556800,385400,Activo,2026-02-22
P0382,SKU-JUG-0382,Proseware Construccion Modelo 0382,Jugueteria,Construccion,Proseware,669500,512800,Activo,2026-01-13
P0383,SKU-ALI-0383,Andina Despensa Modelo 0383,Alimentos,Despensa,Andina,124600,83500,Activo,2026-05-14
P0384,SKU-TEC-0384,Adventure Celulares Modelo 0384,Tecnologia,Celulares,Adventure,625200,346000,Activo,2024-03-20
P0385,SKU-DEP-0385,Northwind Outdoor Modelo 0385,Deportes,Outdoor,Northwind,622200,341600,Activo,2024-09-02
P0386,SKU-ALI-0386,Contoso Bebidas Modelo 0386,Alimentos,Bebidas,Contoso,2367000,1419300,Activo,2024-09-02
P0387,SKU-BEL-0387,Adventure Maquillaje Modelo 0387,Belleza,Maquillaje,Adventure,1563100,1112500,Activo,2025-05-20
P0388,SKU-MUE-0388,Litware Comedor Modelo 0388,Muebles,Comedor,Litware,984700,732700,Activo,2025-11-25
P0389,SKU-MUE-0389,Northwind Oficina Modelo 0389,Muebles,Oficina,Northwind,2000600,1158500,Activo,2024-04-12
P0390,SKU-MOD-0390,Andina Calzado Modelo 0390,Moda,Calzado,Andina,1039000,606600,Activo,2024-01-31
P0391,SKU-ELE-0391,Andina Climatizacion Modelo 0391,Electrohogar,Climatizacion,Andina,1646000,1220900,Activo,2025-03-06
P0392,SKU-ELE-0392,Proseware Cocina Modelo 0392,Electrohogar,Cocina,Proseware,492100,277900,Activo,2024-08-21
P0393,SKU-JUG-0393,Fabrikam Construccion Modelo 0393,Jugueteria,Construccion,Fabrikam,1949600,1030200,Activo,2025-05-20
P0394,SKU-MUE-0394,Contoso Oficina Modelo 0394,Muebles,Oficina,Contoso,802500,429900,Activo,2025-10-10
P0395,SKU-ELE-0395,Fabrikam Lavado Modelo 0395,Electrohogar,Lavado,Fabrikam,892400,612600,Activo,2025-05-20
P0396,SKU-ELE-0396,Andina Cocina Modelo 0396,Electrohogar,Cocina,Andina,1213100,785200,Activo,2026-03-15
P0397,SKU-DEP-0397,Contoso Ciclismo Modelo 0397,Deportes,Ciclismo,Contoso,780500,499900,Activo,2026-03-10
P0398,SKU-BEL-0398,WideWorld Perfumes Modelo 0398,Belleza,Perfumes,WideWorld,13600,10000,Activo,2024-07-04
P0399,SKU-TEC-0399,Adventure Celulares Modelo 0399,Tecnologia,Celulares,Adventure,1150000,690600,Activo,2024-08-01
P0400,SKU-BEL-0400,Proseware Cuidado corporal Modelo 0400,Belleza,Cuidado corporal,Proseware,529800,318900,Activo,2026-01-01
P0401,SKU-JUG-0401,Tailspin Coleccionables Modelo 0401,Jugueteria,Coleccionables,Tailspin,1251400,946500,Activo,2024-01-09
P0402,SKU-MOD-0402,Andina Mujer Modelo 0402,Moda,Mujer,Andina,804500,438600,Activo,2024-10-17
P0403,SKU-ELE-0403,Tailspin Cocina Modelo 0403,Electrohogar,Cocina,Tailspin,1195400,723300,Activo,2026-03-26
P0404,SKU-ALI-0404,Contoso Bebidas Modelo 0404,Alimentos,Bebidas,Contoso,336800,175900,Activo,2024-12-26
P0405,SKU-BEL-0405,Andina Maquillaje Modelo 0405,Belleza,Maquillaje,Andina,2457900,1278700,Activo,2025-07-06
P0406,SKU-JUG-0406,WideWorld Construccion Modelo 0406,Jugueteria,Construccion,WideWorld,1030800,786000,Activo,2025-11-12
P0407,SKU-ELE-0407,Adventure Cocina Modelo 0407,Electrohogar,Cocina,Adventure,955800,623300,Activo,2026-01-27
P0408,SKU-BEL-0408,Northwind Maquillaje Modelo 0408,Belleza,Maquillaje,Northwind,1431100,1029500,Activo,2026-02-04
P0409,SKU-MUE-0409,Northwind Dormitorio Modelo 0409,Muebles,Dormitorio,Northwind,1813500,1381400,Activo,2024-08-20
P0410,SKU-MUE-0410,Proseware Sala Modelo 0410,Muebles,Sala,Proseware,1303300,707800,Activo,2025-07-13
P0411,SKU-TEC-0411,WideWorld Accesorios Modelo 0411,Tecnologia,Accesorios,WideWorld,1642000,917000,Activo,2024-08-09
P0412,SKU-JUG-0412,Fabrikam Exterior Modelo 0412,Jugueteria,Exterior,Fabrikam,597500,372200,Activo,2024-05-14
P0413,SKU-ELE-0413,Tailspin Aspiradoras Modelo 0413,Electrohogar,Aspiradoras,Tailspin,2167100,1306500,Activo,2024-10-15
P0414,SKU-ALI-0414,Andina Bebidas Modelo 0414,Alimentos,Bebidas,Andina,1892100,1205800,Activo,2024-05-08
P0415,SKU-DEP-0415,Fabrikam Futbol Modelo 0415,Deportes,Futbol,Fabrikam,1666700,962200,Activo,2026-01-08
P0416,SKU-DEP-0416,Fabrikam Ciclismo Modelo 0416,Deportes,Ciclismo,Fabrikam,563000,355700,Activo,2024-01-24
P0417,SKU-JUG-0417,Litware Coleccionables Modelo 0417,Jugueteria,Coleccionables,Litware,1103100,779200,Activo,2024-07-11
